astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
AsyncFor,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
AsyncFor,3,9,13,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
AsyncFor,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
AsyncFor,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
AsyncFor,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
AsyncFor,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AsyncFor,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,name,,,,,identifier,_Identifier,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,args,,,,,arguments,arguments,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,decorator_list,,,,,list(expr),list[expr],,,False,,[],,,
AsyncFunctionDef,3,9,13,stmt,returns,,,,,expr | None,expr | None,,,False,None,,,,
AsyncFunctionDef,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
AsyncFunctionDef,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AsyncFunctionDef,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
AsyncWith,3,9,13,stmt,items,,,,,list(withitem),list[withitem],,,False,,,,,
AsyncWith,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
AsyncWith,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
AsyncWith,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
AsyncWith,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
AsyncWith,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AsyncWith,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Attribute,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
Attribute,3,9,13,expr,attr,,,,,identifier,_Identifier,,,False,,,,,
Attribute,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Attribute,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Attribute,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Attribute,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Attribute,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
AugAssign,3,9,13,stmt,target,,,,,expr,Name | Attribute | Subscript,,,False,,,,,
AugAssign,3,9,13,stmt,op,,,,,operator,operator,,,False,,,,,
AugAssign,3,9,13,stmt,value,,,,,expr,expr,,,False,,,,,
AugAssign,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
AugAssign,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
AugAssign,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AugAssign,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
AugLoad,3,9,13,expr_context,,,deprecated,,,,,,,False,,,,,
AugStore,3,9,13,expr_context,,,deprecated,,,,,,,False,,,,,
Await,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
Await,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Await,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Await,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Await,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
BinOp,3,9,13,expr,left,,,,,expr,expr,,,False,,,,,
BinOp,3,9,13,expr,op,,,,,operator,operator,,,False,,,,,
BinOp,3,9,13,expr,right,,,,,expr,expr,,,False,,,,,
BinOp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
BinOp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
BinOp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
BinOp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
BitAnd,3,9,13,operator,,,,,,,,,,False,,,,,
BitOr,3,9,13,operator,,,,,,,,,,False,,,,,
BitXor,3,9,13,operator,,,,,,,,,,False,,,,,
BoolOp,3,9,13,expr,op,,,,,boolop,boolop,,,False,,,,,
BoolOp,3,9,13,expr,values,,,,,list(expr),list[expr],,,False,,,,,
BoolOp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
BoolOp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
BoolOp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
BoolOp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Break,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Break,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Break,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Break,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Bytes,3,9,13,Constant,s,,deprecated,,,,bytes,,,False,,,,,
Bytes,3,9,13,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Bytes,3,9,13,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Bytes,3,9,13,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Bytes,3,9,13,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Call,3,9,13,expr,func,,,,callee,expr,expr,,,False,,,,,
Call,3,9,13,expr,args,,,,,list(expr),list[expr],,,False,,,,,
Call,3,9,13,expr,keywords,,,,,list(keyword),list[keyword],,,False,,,,,
Call,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Call,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Call,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Call,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ClassDef,3,9,13,stmt,name,,,,,identifier,_Identifier,,,False,,,,,
ClassDef,3,9,13,stmt,bases,,,,,list(expr),list[expr],,,False,,,,,
ClassDef,3,9,13,stmt,keywords,,,,,list(keyword),list[keyword],,,False,,,,,
ClassDef,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
ClassDef,3,9,13,stmt,decorator_list,,,,,list(expr),list[expr],,,False,,[],,,
ClassDef,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
ClassDef,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
ClassDef,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
ClassDef,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Compare,3,9,13,expr,left,,,,,expr,expr,,,False,,,,,
Compare,3,9,13,expr,ops,,,,,list(cmpop),list[cmpop],,,False,,,,,
Compare,3,9,13,expr,comparators,,,,,list(expr),list[expr],,,False,,,,,
Compare,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Compare,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Compare,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Compare,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Constant,3,9,13,expr,value,,,,,constant,Any,,,False,,,,,
Constant,3,9,13,expr,kind,,,,,string | None,str | None,,,False,None,,,,
Constant,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Constant,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Constant,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Constant,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Continue,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Continue,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Continue,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Continue,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Del,3,9,13,expr_context,,,,,,,,,,False,,,,,
Delete,3,9,13,stmt,targets,,,,,list(expr),list[expr],,,False,,,,,
Delete,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Delete,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Delete,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Delete,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Dict,3,9,13,expr,keys,,,,,list(expr),list[expr | None],,,False,,,,,
Dict,3,9,13,expr,values,,,,,list(expr),list[expr],,,False,,,,,
Dict,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Dict,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Dict,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Dict,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
DictComp,3,9,13,expr,key,,,,,expr,expr,,,False,,,,,
DictComp,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
DictComp,3,9,13,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
DictComp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
DictComp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
DictComp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
DictComp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Div,3,9,13,operator,,,,,,,,,,False,,,,,
Ellipsis,3,9,13,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Ellipsis,3,9,13,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Ellipsis,3,9,13,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Ellipsis,3,9,13,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Eq,3,9,13,cmpop,,,,,,,,,,False,,,,,
ExceptHandler,3,9,13,excepthandler,type,,,,,expr | None,expr | None,,,False,None,,,,
ExceptHandler,3,9,13,excepthandler,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
ExceptHandler,3,9,13,excepthandler,body,,,,,list(stmt),list[stmt],,,False,,,,,
ExceptHandler,3,9,13,excepthandler,,lineno,,,,,int,,,False,,,,,
ExceptHandler,3,9,13,excepthandler,,col_offset,,,,,int,,,False,,,,,
ExceptHandler,3,9,13,excepthandler,,end_lineno,,,,,int | None,,,False,,,,,
ExceptHandler,3,9,13,excepthandler,,end_col_offset,,,,,int | None,,,False,,,,,
Expr,3,9,13,stmt,value,,,,,expr,expr,,,False,,,,,
Expr,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Expr,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Expr,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Expr,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Expression,3,9,13,mod,body,,,,,expr,expr,,,False,,,,,
ExtSlice,3,9,13,slice,,,deprecated,,,,,,,False,,,,,
FloorDiv,3,9,13,operator,,,,,,,,,,False,,,,,
For,3,9,13,stmt,target,,,,,expr,expr,,,False,,,,,
For,3,9,13,stmt,iter,,,,,expr,expr,,,False,,,,,
For,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
For,3,9,13,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
For,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
For,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
For,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
For,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
For,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FormattedValue,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
FormattedValue,3,9,13,expr,conversion,,,,,int | None,int,,,False,None,,,,
FormattedValue,3,9,13,expr,format_spec,,,,,expr | None,expr | None,,,False,None,,,,
FormattedValue,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
FormattedValue,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
FormattedValue,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
FormattedValue,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionDef,3,9,13,stmt,name,,,,,identifier,_Identifier,,,False,,,,,
FunctionDef,3,9,13,stmt,args,,,,,arguments,arguments,,,False,,,,,
FunctionDef,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
FunctionDef,3,9,13,stmt,decorator_list,,,,,list(expr),list[expr],,,False,,[],,,
FunctionDef,3,9,13,stmt,returns,,,,,expr | None,expr | None,,,False,None,,,,
FunctionDef,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
FunctionDef,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
FunctionDef,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
FunctionDef,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
FunctionDef,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionType,3,9,13,mod,argtypes,,,,,list(expr),list[expr],,,False,,,,,
FunctionType,3,9,13,mod,returns,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,9,13,expr,elt,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,9,13,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
GeneratorExp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
GeneratorExp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
GeneratorExp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
GeneratorExp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Global,3,9,13,stmt,names,,,,,list(identifier),list[_Identifier],,,False,,,,,
Global,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Global,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Global,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Global,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Gt,3,9,13,cmpop,,,,,,,,,,False,,,,,
GtE,3,9,13,cmpop,,,,,,,,,,False,,,,,
If,3,9,13,stmt,test,,,,,expr,expr,,,False,,,,,
If,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
If,3,9,13,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
If,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
If,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
If,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
If,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
IfExp,3,9,13,expr,test,,,,,expr,expr,,,False,,,,,
IfExp,3,9,13,expr,body,,,,,expr,expr,,,False,,,,,
IfExp,3,9,13,expr,orelse,,,,orElse,expr,expr,,,False,,,,,
IfExp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
IfExp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
IfExp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
IfExp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Import,3,9,13,stmt,names,,,,,list(alias),list[alias],,,False,,,,,
Import,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Import,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Import,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Import,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
ImportFrom,3,9,13,stmt,module,,,,,identifier | None,str | None,,,False,None,,,,
ImportFrom,3,9,13,stmt,names,,,,,list(alias),list[alias],,,False,,,,,
ImportFrom,3,9,13,stmt,level,,,,,int | None,int,,,False,None,0,,,
ImportFrom,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
ImportFrom,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
ImportFrom,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
ImportFrom,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
In,3,9,13,cmpop,,,,,,,,,,False,,,,,
Index,3,9,13,slice,,,deprecated,,,,,,,False,,,,,
Interactive,3,9,13,mod,body,,,,,list(stmt),list[stmt],,,False,,,,,
Invert,3,9,13,unaryop,,,,,,,,,,False,,,,,
Is,3,9,13,cmpop,,,,,,,,,,False,,,,,
IsNot,3,9,13,cmpop,,,,,,,,,,False,,,,,
JoinedStr,3,9,13,expr,values,,,,,list(expr),list[expr],,,False,,,,,
JoinedStr,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
JoinedStr,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
JoinedStr,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
JoinedStr,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
LShift,3,9,13,operator,,,,,,,,,,False,,,,,
Lambda,3,9,13,expr,args,,,,,arguments,arguments,,,False,,,,,
Lambda,3,9,13,expr,body,,,,,expr,expr,,,False,,,,,
Lambda,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Lambda,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Lambda,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Lambda,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
List,3,9,13,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
List,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
List,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
List,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
List,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
List,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ListComp,3,9,13,expr,elt,,,,,expr,expr,,,False,,,,,
ListComp,3,9,13,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
ListComp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
ListComp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
ListComp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
ListComp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Load,3,9,13,expr_context,,,,,,,,,,False,,,,,
Lt,3,9,13,cmpop,,,,,,,,,,False,,,,,
LtE,3,9,13,cmpop,,,,,,,,,,False,,,,,
MatMult,3,9,13,operator,,,,,,,,,,False,,,,,
Mod,3,9,13,operator,,,,,,,,,,False,,,,,
Module,3,9,13,mod,body,,,,,list(stmt),list[stmt],,,False,,,,,
Module,3,9,13,mod,type_ignores,,,,,list(type_ignore),list[TypeIgnore],,,False,,[],,,
Mult,3,9,13,operator,,,,,,,,,,False,,,,,
Name,3,9,13,expr,id,,,,,identifier,_Identifier,,,False,,,,,
Name,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Name,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Name,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Name,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Name,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
NameConstant,3,9,13,Constant,value,,deprecated,,,,,,,False,,,,,
NameConstant,3,9,13,Constant,kind,,deprecated,,,,,,,False,,,,,
NameConstant,3,9,13,Constant,,lineno,deprecated,,,,int,,,False,,,,,
NameConstant,3,9,13,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
NameConstant,3,9,13,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
NameConstant,3,9,13,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
NamedExpr,3,9,13,expr,target,,,,,expr,Name,,,False,,,,,
NamedExpr,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
NamedExpr,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
NamedExpr,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
NamedExpr,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
NamedExpr,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Nonlocal,3,9,13,stmt,names,,,,,list(identifier),list[_Identifier],,,False,,,,,
Nonlocal,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Nonlocal,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Nonlocal,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Nonlocal,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Not,3,9,13,unaryop,,,,,,,,,,False,,,,,
NotEq,3,9,13,cmpop,,,,,,,,,,False,,,,,
NotIn,3,9,13,cmpop,,,,,,,,,,False,,,,,
Num,3,9,13,Constant,n,,deprecated,,,,,,,False,,,,,
Num,3,9,13,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Num,3,9,13,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Num,3,9,13,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Num,3,9,13,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Or,3,9,13,boolop,,,,,,,,,,False,,,,,
Param,3,9,13,expr_context,,,deprecated,,,,,,,False,,,,,
Pass,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Pass,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Pass,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Pass,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Pow,3,9,13,operator,,,,,,,,,,False,,,,,
RShift,3,9,13,operator,,,,,,,,,,False,,,,,
Raise,3,9,13,stmt,exc,,,,,expr | None,expr | None,,,False,None,,,,
Raise,3,9,13,stmt,cause,,,,,expr | None,expr | None,,,False,None,,,,
Raise,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Raise,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Raise,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Raise,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Return,3,9,13,stmt,value,,,,,expr | None,expr | None,,,False,None,,,,
Return,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Return,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Return,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Return,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Set,3,9,13,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
Set,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Set,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Set,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Set,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
SetComp,3,9,13,expr,elt,,,,,expr,expr,,,False,,,,,
SetComp,3,9,13,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
SetComp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
SetComp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
SetComp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
SetComp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Slice,3,9,13,expr,lower,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,9,13,expr,upper,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,9,13,expr,step,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Slice,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Slice,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Slice,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Starred,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
Starred,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Starred,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Starred,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Starred,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Starred,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Store,3,9,13,expr_context,,,,,,,,,,False,,,,,
Str,3,9,13,Constant,s,,deprecated,,,,str,,,False,,,,,
Str,3,9,13,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Str,3,9,13,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Str,3,9,13,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Str,3,9,13,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Sub,3,9,13,operator,,,,,,,,,,False,,,,,
Subscript,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
Subscript,3,9,13,expr,slice,,,,,expr,_Slice,,,False,,,,,
Subscript,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Subscript,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Subscript,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Subscript,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Subscript,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Suite,3,9,13,mod,,,deprecated,,,,,,,False,,,,,
Try,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
