astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
Continue,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Continue,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Continue,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Del,3,11,9,expr_context,,,,,,,,,,False,,,,,
Delete,3,11,9,stmt,targets,,,,,list(expr),list[expr],,,False,,,,,
Delete,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Delete,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Delete,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Delete,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Dict,3,11,9,expr,keys,,,,,list(expr),list[expr | None],,,False,,,,,
Dict,3,11,9,expr,values,,,,,list(expr),list[expr],,,False,,,,,
Dict,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
Dict,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
Dict,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
Dict,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
DictComp,3,11,9,expr,key,,,,,expr,expr,,,False,,,,,
DictComp,3,11,9,expr,value,,,,,expr,expr,,,False,,,,,
DictComp,3,11,9,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
DictComp,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
DictComp,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
DictComp,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
DictComp,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Div,3,11,9,operator,,,,,,,,,,False,,,,,
Ellipsis,3,11,9,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Ellipsis,3,11,9,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Ellipsis,3,11,9,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Ellipsis,3,11,9,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Eq,3,11,9,cmpop,,,,,,,,,,False,,,,,
ExceptHandler,3,11,9,excepthandler,type,,,,,expr | None,expr | None,,,False,None,,,,
ExceptHandler,3,11,9,excepthandler,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
ExceptHandler,3,11,9,excepthandler,body,,,,,list(stmt),list[stmt],,,False,,,,,
ExceptHandler,3,11,9,excepthandler,,lineno,,,,,int,,,False,,,,,
ExceptHandler,3,11,9,excepthandler,,col_offset,,,,,int,,,False,,,,,
ExceptHandler,3,11,9,excepthandler,,end_lineno,,,,,int | None,,,False,,,,,
ExceptHandler,3,11,9,excepthandler,,end_col_offset,,,,,int | None,,,False,,,,,
Expr,3,11,9,stmt,value,,,,,expr,expr,,,False,,,,,
Expr,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Expr,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Expr,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Expr,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Expression,3,11,9,mod,body,,,,,expr,expr,,,False,,,,,
ExtSlice,3,11,9,slice,,,deprecated,,,,,,,False,,,,,
FloorDiv,3,11,9,operator,,,,,,,,,,False,,,,,
For,3,11,9,stmt,target,,,,,expr,expr,,,False,,,,,
For,3,11,9,stmt,iter,,,,,expr,expr,,,False,,,,,
For,3,11,9,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
For,3,11,9,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
For,3,11,9,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
For,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
For,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
For,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
For,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FormattedValue,3,11,9,expr,value,,,,,expr,expr,,,False,,,,,
FormattedValue,3,11,9,expr,conversion,,,,,int,int,,,False,,,,,
FormattedValue,3,11,9,expr,format_spec,,,,,expr | None,expr | None,,,False,None,,,,
FormattedValue,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
FormattedValue,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
FormattedValue,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
FormattedValue,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionDef,3,11,9,stmt,name,,,,,identifier,_Identifier,,,False,,,,,
FunctionDef,3,11,9,stmt,args,,,,,arguments,arguments,,,False,,,,,
FunctionDef,3,11,9,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
FunctionDef,3,11,9,stmt,decorator_list,,,,,list(expr),list[expr],,,False,,[],,,
FunctionDef,3,11,9,stmt,returns,,,,,expr | None,expr | None,,,False,None,,,,
FunctionDef,3,11,9,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
FunctionDef,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
FunctionDef,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
FunctionDef,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
FunctionDef,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionType,3,11,9,mod,argtypes,,,,,list(expr),list[expr],,,False,,,,,
FunctionType,3,11,9,mod,returns,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,11,9,expr,elt,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,11,9,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
GeneratorExp,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
GeneratorExp,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
GeneratorExp,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
GeneratorExp,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Global,3,11,9,stmt,names,,,,,list(identifier),list[_Identifier],,,False,,,,,
Global,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Global,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Global,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Global,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Gt,3,11,9,cmpop,,,,,,,,,,False,,,,,
GtE,3,11,9,cmpop,,,,,,,,,,False,,,,,
If,3,11,9,stmt,test,,,,,expr,expr,,,False,,,,,
If,3,11,9,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
If,3,11,9,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
If,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
If,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
If,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
If,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
IfExp,3,11,9,expr,test,,,,,expr,expr,,,False,,,,,
IfExp,3,11,9,expr,body,,,,,expr,expr,,,False,,,,,
IfExp,3,11,9,expr,orelse,,,,orElse,expr,expr,,,False,,,,,
IfExp,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
IfExp,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
IfExp,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
IfExp,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Import,3,11,9,stmt,names,,,,,list(alias),list[alias],,,False,,,,,
Import,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Import,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Import,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Import,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
ImportFrom,3,11,9,stmt,module,,,,,identifier | None,str | None,,,False,None,,,,
ImportFrom,3,11,9,stmt,names,,,,,list(alias),list[alias],,,False,,,,,
ImportFrom,3,11,9,stmt,level,,,,,int | None,int,,,False,None,0,,,
ImportFrom,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
ImportFrom,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
ImportFrom,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
ImportFrom,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
In,3,11,9,cmpop,,,,,,,,,,False,,,,,
Index,3,11,9,slice,,,deprecated,,,,,,,False,,,,,
Interactive,3,11,9,mod,body,,,,,list(stmt),list[stmt],,,False,,,,,
Invert,3,11,9,unaryop,,,,,,,,,,False,,,,,
Is,3,11,9,cmpop,,,,,,,,,,False,,,,,
IsNot,3,11,9,cmpop,,,,,,,,,,False,,,,,
JoinedStr,3,11,9,expr,values,,,,,list(expr),list[expr],,,False,,,,,
JoinedStr,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
JoinedStr,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
JoinedStr,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
JoinedStr,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
LShift,3,11,9,operator,,,,,,,,,,False,,,,,
Lambda,3,11,9,expr,args,,,,,arguments,arguments,,,False,,,,,
Lambda,3,11,9,expr,body,,,,,expr,expr,,,False,,,,,
Lambda,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
Lambda,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
Lambda,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
Lambda,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
List,3,11,9,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
List,3,11,9,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
List,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
List,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
List,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
List,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ListComp,3,11,9,expr,elt,,,,,expr,expr,,,False,,,,,
ListComp,3,11,9,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
ListComp,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
ListComp,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
ListComp,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
ListComp,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Load,3,11,9,expr_context,,,,,,,,,,False,,,,,
Lt,3,11,9,cmpop,,,,,,,,,,False,,,,,
LtE,3,11,9,cmpop,,,,,,,,,,False,,,,,
MatMult,3,11,9,operator,,,,,,,,,,False,,,,,
Match,3,11,9,stmt,subject,,,,,expr,expr,,,False,,,,,
Match,3,11,9,stmt,cases,,,,,list(match_case),list[match_case],,,False,,,,,
Match,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Match,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Match,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Match,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
MatchAs,3,11,9,pattern,pattern,,,,,pattern | None,_Pattern | None,,,False,None,,,,
MatchAs,3,11,9,pattern,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchAs,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchAs,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchAs,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchAs,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchClass,3,11,9,pattern,cls,,,,,expr,expr,,,False,,,,,
MatchClass,3,11,9,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchClass,3,11,9,pattern,kwd_attrs,,,,,list(identifier),list[_Identifier],,,False,,,,,
MatchClass,3,11,9,pattern,kwd_patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchClass,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchClass,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchClass,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchClass,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchMapping,3,11,9,pattern,keys,,,,,list(expr),list[expr],,,False,,,,,
MatchMapping,3,11,9,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchMapping,3,11,9,pattern,rest,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchMapping,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchMapping,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchMapping,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchMapping,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchOr,3,11,9,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchOr,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchOr,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchOr,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchOr,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSequence,3,11,9,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchSequence,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchSequence,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSequence,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSequence,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSingleton,3,11,9,pattern,value,,,,,constant,"Literal[True, False] | None",,,False,,,,,
MatchSingleton,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchSingleton,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSingleton,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSingleton,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchStar,3,11,9,pattern,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchStar,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchStar,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchStar,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchStar,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchValue,3,11,9,pattern,value,,,,,expr,expr,,,False,,,,,
MatchValue,3,11,9,pattern,,lineno,,,,,int,,,False,,,,,
MatchValue,3,11,9,pattern,,col_offset,,,,,int,,,False,,,,,
MatchValue,3,11,9,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchValue,3,11,9,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
Mod,3,11,9,operator,,,,,,,,,,False,,,,,
Module,3,11,9,mod,body,,,,,list(stmt),list[stmt],,,False,,,,,
Module,3,11,9,mod,type_ignores,,,,,list(type_ignore),list[TypeIgnore],,,False,,[],,,
Mult,3,11,9,operator,,,,,,,,,,False,,,,,
Name,3,11,9,expr,id,,,,,identifier,_Identifier,,,False,,,,,
Name,3,11,9,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Name,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
Name,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
Name,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
Name,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
NameConstant,3,11,9,Constant,value,,deprecated,,,,,,,False,,,,,
NameConstant,3,11,9,Constant,kind,,deprecated,,,,,,,False,,,,,
NameConstant,3,11,9,Constant,,lineno,deprecated,,,,int,,,False,,,,,
NameConstant,3,11,9,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
NameConstant,3,11,9,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
NameConstant,3,11,9,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
NamedExpr,3,11,9,expr,target,,,,,expr,Name,,,False,,,,,
NamedExpr,3,11,9,expr,value,,,,,expr,expr,,,False,,,,,
NamedExpr,3,11,9,expr,,lineno,,,,,int,,,False,,,,,
NamedExpr,3,11,9,expr,,col_offset,,,,,int,,,False,,,,,
NamedExpr,3,11,9,expr,,end_lineno,,,,,int | None,,,False,,,,,
NamedExpr,3,11,9,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Nonlocal,3,11,9,stmt,names,,,,,list(identifier),list[_Identifier],,,False,,,,,
Nonlocal,3,11,9,stmt,,lineno,,,,,int,,,False,,,,,
Nonlocal,3,11,9,stmt,,col_offset,,,,,int,,,False,,,,,
Nonlocal,3,11,9,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Nonlocal,3,11,9,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Not,3,11,9,unaryop,,,,,,,,,,False,,,,,
NotEq,3,11,9,cmpop,,,,,,,,,,False,,,,,
NotIn,3,11,9,cmpop,,,,,,,,,,False,,,,,
Num,3,11,9,Constant,n,,deprecated,,,,,,,False,,,,,
Num,3,11,9,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Num,3,11,9,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Num,3,11,9,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Num,3,11,9,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Or,3,11,9,boolop,,,,,,,,,,False,,,,,
