astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
stmt,3,13,3,AST,,col_offset,,,,,int,,,False,,,,,
stmt,3,13,3,AST,,end_lineno,,,,,int | None,,,False,None,,,,
stmt,3,13,3,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
type_ignore,3,13,3,AST,,,,,,,,,,False,,,,,
type_param,3,13,3,AST,,lineno,,,,,int,,,False,,,,,
type_param,3,13,3,AST,,col_offset,,,,,int,,,False,,,,,
type_param,3,13,3,AST,,end_lineno,,,,,int | None,,,False,,,,,
type_param,3,13,3,AST,,end_col_offset,,,,,int | None,,,False,,,,,
unaryop,3,13,3,AST,,,,,,,,,,False,,,,,
withitem,3,13,3,AST,context_expr,,,,,expr,expr,expr,,False,,,,,
withitem,3,13,3,AST,optional_vars,,,,,expr | None,expr | None,ast.expr | None,,False,None,,,,
